r_id,r_name,instructions,description,cooking_time,writer_id
103695,beer stew,"['cut the beef into 1"" squares', 'put all but the flour and butter into a slow cooker', 'put the cooker on low and cook 8-10 hours', 'after 8-10 hours , mix the butter with the flour into a paste', 'stir the paste into the stew', 'adjust seasonings with salt and pepper or anything else you desire', 'turn cooker onto high and allow to thicken , maybe 20 minutes']",from the book ,1450,1
432674,my version of elvis  party meatballs,"['mix ground turkey with seasonings and worcestershire', 'shape into 10 meatballs', 'wrap each meatball', 'with 1 / 2 strip turkey bacon , fasten with toothpick', 'cook slowly in covered skillet until well done']",lower calorie than meatballs and bacon. do you dare try my version?,25,1
72379,burnt creme,"['place a 9x13 baking pan in oven', 'fill with 1 / 2"" water', 'preheat oven to 350', 'heat cream over low heat until bubbles form at edge of pan', 'beat egg yolks and sugar until thick , about 3 minutes', 'add cream slowly while beating', 'add vanilla', 'place six 6 ounce custard cups in water bath', 'pour custard into cups', 'bake until set , about 45 minutes', 'refrigerate until chilled', 'sprinkle each cup with 2 tsp sugar', 'place on top oven rack and broil until medium brown , 1-2 minutes , or use a mini torch to brown sugar', 'chill and serve']",nobody doesn't like burnt creme and it's easy to make. excellent way to end a dinner party or sunday dinner. chill times not included in cook time.,55,1
348256,canned venison,"['raw pack:', 'add 1 tsp canning salt per quart jar', 'add 1 / 2 beef bouillon cube to each jar', 'pack with meat and desired amount of onion', 'pack meat tightly', 'i use a wooden spoon to jam the meat in tightly', 'remove air bubbles leaving 1 inch head space', 'affix two part lids', 'process in pressure canner at 10 lbs pressure for 90 minutes for quarts']","this recipes assumes you know and use the proper canning methods. this is the way my mil, mother and i have done it for years and years. i see in the latest ball blue book that they list the proper way is to hot pack it. i truly don't see the difference between wild game and raw pack pork.  i use the basic directions for stew meat.",120,1
238484,cardamom sugar cookies,"['beat butter and sugar together by hand or in a mixer , until pale and fluffy', 'blend in egg and vanilla extract', 'in a separate bowl , stir together flour , cardamom and salt', 'stir into butter mixture until just combined', 'gather dough together , shape into 2 discs , wrap and chill until firm , about 1 to 2 hours , or freeze until ready to use', 'preheat oven to 325f on a lightly floured work surface , roll out first disc of dough to just less than -inch thick', 'cut out desired shapes and lift with a spatula onto a parchment-lined baking sheet', 'roll second disc , saving all scraps to re-roll for more cut-outs', 'if you choose , add sprinkles or other decorations onto cookies before baking', 'bake for 12 to 15 minutes , until edges of cookies just begin to brown', 'let cool before removing from tray', 'cookies will keep in an airtight container for up to 2 weeks', 'glaze :', 'for glaze , combine icing sugar and milk and whisk until smooth', 'brush cookies with glaze and allow to dry on cooling rack for 1 hour']","great taste of cardamom.  

source : sugar at food network",195,1
251821,brittany s yummy cinnamon pears,"['put pears in pan and sprinkle a little sugar on top of them', 'cook pears on stovetop for 5-10 minutes', 'remove from heat', 'sprinkle sugar and cinnamon on pears', ""eat 'em all up !""]",an easy snack to make when you need something to cure your sweet cravings.,11,1
387293,meatballs with mushroom gravy,"['in a large bowl mix together all the dry ingredients then add in the wet ingredients mix together then add in the ground beef and incorporate all the ingredients together mix well', 'now make meatballs about the size of your palm place all the meatballs in a large skillet and cook at medium high heat until cooked all the way through and browned on all sides', 'once your meatballs are completely cooked keep the heat at medium high and then add in your water', 'the water will deglaze the bottom of your pan then add in the 2 cans of cream of mushroom soup and mix it in with the water stirring until becomes a gravy', 'turn the heat down to medium low and cover the skillet and cook until gravy is heated through', 'serve with mashed potatoes spoon the gravy over the meatballs and the potatoes ! enjoy =)']",this was one of my favorite meals that my mom made when i was growing up.its easy and affordable to make. it really sticks to your ribs.i serve this with homemade mashed potatoes. yum! kids love this recipe as well! well heres the recipe in loving memory of my mother........,45,1
368694,korean walnut rice porridge,"['in blender or food processor , grind walnuts , drained rice and 2 cups of water', 'pour blended mixture into a medium sauce pan and add remaining water', 'cook , stirring constantly , until mixture boils', 'add salt and stir', 'serve in bowls garnished with walnuts', 'top with maple syrup or honey if desired']",this is a traditional korean breakfast cereal adapted from the california walnut folks. it’s delicious topped with some maple syrup or honey.,25,1
98330,ghirardelli award winning brownies,"['preheat oven to 350f', 'using a spoon , stir eggs , sugar , and vanilla', 'add butter', 'sift together sweet ground chocolate , flour , salt and baking powder', 'stir into egg mixture', 'add nuts and / or chocolate chips', 'spread into 8"" or 9"" square baking pan', 'bake 20-30 minutes', 'for chewy brownies use 8"" pan and less baking time', 'for cake like brownies use 9"" pan and more baking time', 'cut into squares']",this recipe came from the can of ghirardelli brand sweet ground chocolate and cocoa (found with the baking supplies). they were so great that i made them twice in one day! i omitted the walnuts but added the chocolate chips.,40,1
1527,enchiladas pollo verde,"['place chicken in saucepan cover with water', 'add 1 / 4 of onion , salt to taste and peppercorns', 'simmer 45 minutes', 'cool chicken in broth', 'drain , reserving 1 / 4 cup broth', 'bone and shred chicken', 'wash husked tomatillos and place in medium sauce pan', 'add 1 / 2 inch water', 'bring to a boil , reduce heat , cover and simmer 10 mins', 'or until tender', 'drain and cool slightly', 'place cooked tomatillos , remaining onion and garlic in blender and puree', 'heat olive oil in medium saucepan', 'add tomatillo mixture , reserved broth and 1 / 2 tsp', 'salt', 'simmer covered 15 mins', 'soften tortillas in oil', 'place 1 / 6 chicken on each softened tortilla', 'add a spoonful of sauce', 'fold tortilla over filling', 'top with cheese and more sauce']",,0,1
41338,sunday morning bismarcks,"['put butter in a heavy frying pan or a shallow casserole', 'place in an oven set at 475', 'meanwhile , mix milk , flour and eggs lightly to make a batter', 'when the butter has melted , add batter to the pan and bake for 12 minutes', 'remove from oven and place bismarck on a plate', 'pour a little of the melted butter on the pancake , and squeeze on a little lemon juice to taste', ""roll it up like a loose jelly roll and sprinkle with confectioners' sugar"", 'variations: sprinkle with brown sugar', 'forget the sugar and use a fruit or maple flavored syrup', 'spread with a favorite fruit preserve or fresh berries', 'lightly sprinkle with grand marnier', 'fill with chestnut cream']",a light and wonderful way to begin a sunday anytime of the year.,27,1
117243,frankfurter gruntz,"['slice pound cake into 1 / 2 inch horizontal layers', 'set aside', 'filling: combine pudding mix , milk and salt and cook until thickened', 'cover and refrigerate for 1 / 2 hour', 'cream butter and sugar until fluffy', 'stir into cooled pudding', 'almonds: in a skillet melt 1 / 4 cup butter', 'add almonds and cook until golden brown', 'cool', 'grind until consistency of corn meal', 'to assemble cake:', 'cover cake layers with pudding', 'frost top and sides of cake with pudding', 'top with ground almonds', 'store cake covered in refrigerator']",i found this recipe that was mia for 15 years while unpacking after the move to florida. it is delicious and starts with a frozen pound cake. the filling starts with 2 packages cook and serve vanilla pudding. cook time is for the almonds and pudding only.,25,1
